Year,County of Residence,County of Residence Code,Maternal Morbidity Checked,Maternal Morbidity Checked Code,Abnormal Conditions Checked,Abnormal Conditions Checked Code,Births,% of Total Births,Average Age of Mother (years),Average OE Gestational Age (weeks),Average LMP Gestational Age (weeks),Average Birth Weight (grams),Average Pre-pregnancy BMI,Average Number of Prenatal Visits,Average Interval Since Last Live Birth (months),Average Interval Since Last Other Pregnancy Outcome (months)
2021,"Knox County, TN",47093,At least one checked,0,None checked,1,99,0,28.74,38.93,39.08,3431.05,25.84,13.35,53.15,31.56
2021,"Knox County, TN",47093,None checked,1,At least one checked,0,534,0.0001,29.19,35.82,35.81,2693.6,27.81,11.69,51.42,41.30
2021,"Knox County, TN",47093,None checked,1,None checked,1,4743,0.0013,29.08,38.63,38.69,3335.17,27.13,12.55,47.22,46.06
2021,"Montgomery County, TN",47125,At least one checked,0,At least one checked,0,21,0,25.62,34.29,35.24,2532,30.05,10.05,33.38,49.00
2021,"Montgomery County, TN",47125,At least one checked,0,None checked,1,35,0,27.66,38.23,38,3319.29,25.85,9.63,46.18,53.29
2021,"Montgomery County, TN",47125,None checked,1,At least one checked,0,346,0.0001,28.34,34.83,35.26,2503.23,28.99,9.41,49.71,46.13
2021,"Montgomery County, TN",47125,None checked,1,None checked,1,3240,0.0009,27.17,38.67,38.9,3333.02,27.26,10.39,47.2,52.04
2021,"Rutherford County, TN",47149,At least one checked,0,At least one checked,0,15,0,31.27,33.2,33.13,2171.13,29.54,7.4,73.25,34.40
2021,"Rutherford County, TN",47149,At least one checked,0,None checked,1,31,0,29.77,38.74,39.06,3407.84,25.63,11.16,58.4,27.86
2021,"Rutherford County, TN",47149,None checked,1,At least one checked,0,377,0.0001,29.77,34.91,35.26,2590.51,29.18,8.42,61.09,58.67
2021,"Rutherford County, TN",47149,None checked,1,None checked,1,3855,0.0011,28.83,38.41,38.61,3311.84,27.78,10.71,51.25,55.64
2021,"Shelby County, TN",47157,At least one checked,0,At least one checked,0,30,0,27.43,32.93,33.4,2034.03,27.22,7.41,57.85,31.12
2021,"Shelby County, TN",47157,At least one checked,0,None checked,1,83,0,29.65,38.95,39.02,3371.55,26.24,10.27,60.92,43.00
2021,"Shelby County, TN",47157,None checked,1,At least one checked,0,1456,0.0004,28.5,34.9,34.89,2430.35,29.2,9.36,55.58,48.93
2021,"Shelby County, TN",47157,None checked,1,None checked,1,10869,0.003,28.08,38.61,38.54,3221.89,27.86,9.25,51.84,51.30
2021,"Sullivan County, TN",47163,At least one checked,0,None checked,1,32,0,26.94,39.03,39.28,3421.81,28.5,12.56,41.5,27.14
2021,"Sullivan County, TN",47163,None checked,1,At least one checked,0,215,0.0001,27.47,36.53,37.07,2898.26,29.21,11.41,50.61,60.71
2021,"Sullivan County, TN",47163,None checked,1,None checked,1,1234,0.0003,27.37,38.56,38.76,3329.55,28.02,11.64,50.66,48.17
2021,"Sumner County, TN",47165,At least one checked,0,At least one checked,0,13,0,30.85,34.31,34.46,2457.31,27.62,7.25,45.88,25.00
2021,"Sumner County, TN",47165,At least one checked,0,None checked,1,17,0,27.35,38.53,39.47,3367.18,27.93,10,40.12,71.75
2021,"Sumner County, TN",47165,None checked,1,At least one checked,0,223,0.0001,29.28,35.52,36.03,2689.19,29.68,9.02,52.71,47.40
2021,"Sumner County, TN",47165,None checked,1,None checked,1,1967,0.0005,28.62,38.59,38.83,3365.59,27.49,10.29,49.89,46.91
2021,"Washington County, TN",47179,At least one checked,0,At least one checked,0,13,0,27.31,33.31,34.38,2316.69,23.87,9.09,49,12.00
2021,"Washington County, TN",47179,At least one checked,0,None checked,1,17,0,27.88,39.47,39.35,3512.88,24.3,12.82,47.17,20.00
2021,"Washington County, TN",47179,None checked,1,At least one checked,0,195,0.0001,29.46,36.11,36.68,2824.16,29.11,10.95,62.26,57.65
2021,"Washington County, TN",47179,None checked,1,None checked,1,1030,0.0003,28.58,38.72,38.99,3353.55,27.35,12.43,50.85,41.45
2021,"Williamson County, TN",47187,At least one checked,0,None checked,1,24,0,33.33,39.17,39.42,3468.71,23.99,10.25,60.22,34.00
2021,"Williamson County, TN",47187,None checked,1,At least one checked,0,204,0.0001,32.77,35.56,36.47,2728.24,26.19,9.61,49.75,54.49
2021,"Williamson County, TN",47187,None checked,1,None checked,1,2137,0.0006,32.1,38.69,38.87,3403.09,24.79,10.56,43.57,44.73
2021,"Wilson County, TN",47189,At least one checked,0,None checked,1,14,0,30.64,39.14,39.43,3745.29,23.88,10.14,40.83,158.00
2021,"Wilson County, TN",47189,None checked,1,At least one checked,0,158,0,30.28,35.74,36.23,2728.17,28.39,10.01,44.33,51.47
2021,"Wilson County, TN",47189,None checked,1,None checked,1,1532,0.0004,29.57,38.56,38.7,3351.86,26.88,11.07,49.77,50.03
2021,"Unidentified Counties, TN",47999,At least one checked,0,At least one checked,0,103,0,28.98,34.84,35.05,2621.96,29.48,9.36,52.28,79.50
2021,"Unidentified Counties, TN",47999,At least one checked,0,None checked,1,282,0.0001,27.03,38.49,38.65,3398.45,27.22,11.09,42.41,54.76
2021,"Unidentified Counties, TN",47999,None checked,1,At least one checked,0,3347,0.0009,27.91,35.56,35.9,2687.09,29.16,9.79,52.26,49.48
2021,"Unidentified Counties, TN",47999,None checked,1,None checked,1,27324,0.0075,27.14,38.52,38.7,3323.05,28.2,11.11,48.89,48.27
2021,"Bell County, TX",48027,At least one checked,0,At least one checked,0,17,0,28.47,32,32.29,1821.71,28.14,10.47,85.86,25.50
2021,"Bell County, TX",48027,At least one checked,0,None checked,1,11,0,22.55,39.27,39.36,3546.82,24.41,14.73,21,10.00
2021,"Bell County, TX",48027,None checked,1,At least one checked,0,571,0.0002,28.51,35.02,35.31,2593.44,29.44,9.53,57.54,35.54
2021,"Bell County, TX",48027,None checked,1,None checked,1,5511,0.0015,27.4,38.49,38.67,3284.98,28.05,11.56,49.47,49.29
2021,"Bexar County, TX",48029,At least one checked,0,At least one checked,0,47,0,29.17,34.32,34.36,2457.7,29.09,7.59,47.52,46.00
2021,"Bexar County, TX",48029,At least one checked,0,None checked,1,117,0,29.01,38.47,39.05,3389.61,26.84,11.27,56.98,31.11
2021,"Bexar County, TX",48029,None checked,1,At least one checked,0,2834,0.0008,29.54,35.4,36.47,2641.18,28.61,9.92,56.01,47.87
2021,"Bexar County, TX",48029,None checked,1,None checked,1,22559,0.0062,28.54,38.45,39.39,3286.48,27.62,11.3,51.66,47.83
2021,"Brazoria County, TX",48039,At least one checked,0,At least one checked,0,13,0,31.85,34.77,34.77,2388.85,27.13,9.09,60.22,43.00
2021,"Brazoria County, TX",48039,At least one checked,0,None checked,1,17,0,28.18,38.88,39.12,3311.35,26.72,10.35,29.33,Not Applicable
2021,"Brazoria County, TX",48039,None checked,1,At least one checked,0,624,0.0002,29.87,35.96,36.36,2786.15,29.78,9.57,53.7,56.14
2021,"Brazoria County, TX",48039,None checked,1,None checked,1,4018,0.0011,29.16,38.43,38.68,3309.63,28.22,9.94,51.5,49.65
2021,"Brazos County, TX",48041,At least one checked,0,None checked,1,15,0,29.13,38.87,39.93,3344,23.83,10.07,72.5,Not Applicable
2021,"Brazos County, TX",48041,None checked,1,At least one checked,0,338,0.0001,29.26,36.41,36.83,2802.28,29.68,9.16,54.08,35.97
2021,"Brazos County, TX",48041,None checked,1,None checked,1,2370,0.0006,28.47,38.57,38.85,3299.89,27.7,10.04,47.9,37.89
2021,"Cameron County, TX",48061,At least one checked,0,At least one checked,0,12,0,29.75,32.58,34.08,2125.25,27.36,10.18,46.5,121.50
2021,"Cameron County, TX",48061,At least one checked,0,None checked,1,47,0,27.62,37.89,38.32,3322.83,28.41,11.49,53.42,95.27
2021,"Cameron County, TX",48061,None checked,1,At least one checked,0,652,0.0002,27.98,35.03,35.28,2594.55,29.89,10.64,57.69,54.71
2021,"Cameron County, TX",48061,None checked,1,None checked,1,5027,0.0014,26.9,38.38,38.49,3272.46,28.5,11.79,52.78,46.78
2021,"Collin County, TX",48085,At least one checked,0,None checked,1,48,0,30.23,39.19,39.42,3431.4,24.08,11.67,41.9,35.64
2021,"Collin County, TX",48085,None checked,1,At least one checked,0,1047,0.0003,31.1,35.64,36.37,2657.05,27.69,10.7,51.17,47.44
2021,"Collin County, TX",48085,None checked,1,None checked,1,11087,0.003,30.73,38.62,38.8,3316.01,26.37,11.35,49.59,45.18
2021,"Comal County, TX",48091,At least one checked,0,At least one checked,0,11,0,28.91,36.27,37,3156.91,27.76,8.44,68.25,15.00
2021,"Comal County, TX",48091,At least one checked,0,None checked,1,27,0,27.59,37.96,38.56,3449.7,25.23,10.26,37.6,52.20
2021,"Comal County, TX",48091,None checked,1,At least one checked,0,227,0.0001,29.96,35.19,35.53,2684.54,29.37,9.49,59.25,47.33
2021,"Comal County, TX",48091,None checked,1,None checked,1,1502,0.0004,29.42,38.61,38.98,3339.88,26.78,10.91,47.8,50.65
2021,"Dallas County, TX",48113,At least one checked,0,At least one checked,0,34,0,32.06,34.88,35.62,2721,29.39,9.61,65.47,45.75
2021,"Dallas County, TX",48113,At least one checked,0,None checked,1,108,0,28.14,39.09,39.18,3447.03,25.31,10.82,69.84,23.33
2021,"Dallas County, TX",48113,None checked,1,At least one checked,0,3266,0.0009,29.48,35.17,35.72,2551.6,28.47,9.46,59.48,52.65
2021,"Dallas County, TX",48113,None checked,1,None checked,1,32137,0.0088,28.64,38.68,38.83,3295.75,27.27,10.07,52.88,51.94
2021,"Denton County, TX",48121,At least one checked,0,At least one checked,0,16,0,31.88,35.25,36.81,2532.62,32.43,7.88,61.17,82.00
2021,"Denton County, TX",48121,At least one checked,0,None checked,1,74,0,30.35,38.77,38.97,3480.43,25.04,10.23,50.59,57.42
2021,"Denton County, TX",48121,None checked,1,At least one checked,0,979,0.0003,30.72,35.31,35.88,2604.72,28.53,9.53,54.13,41.09
2021,"Denton County, TX",48121,None checked,1,None checked,1,9709,0.0026,30.26,38.63,38.91,3339.71,26.82,10.59,49.37,47.73
2021,"Ector County, TX",48135,At least one checked,0,None checked,1,21,0,24.62,38.14,38.57,3264.33,23.76,11.1,63.78,38.40
2021,"Ector County, TX",48135,None checked,1,At least one checked,0,285,0.0001,27.52,35.33,35.67,2561.89,28.79,10.36,59.07,48.86
2021,"Ector County, TX",48135,None checked,1,None checked,1,2466,0.0007,26.76,38.25,38.42,3231.27,28.21,11.71,53.44,58.47
2021,"Ellis County, TX",48139,At least one checked,0,None checked,1,12,0,29.42,38.92,39.42,3805.33,25.76,10.67,37.33,71.50
2021,"Ellis County, TX",48139,None checked,1,At least one checked,0,237,0.0001,29.18,35.33,35.78,2670.15,28.89,8.3,62.04,56.31
2021,"Ellis County, TX",48139,None checked,1,None checked,1,2337,0.0006,28.71,38.63,38.88,3356.63,28.68,9.83,50.82,53.61
2021,"El Paso County, TX",48141,At least one checked,0,At least one checked,0,19,0,29.68,33.53,35.63,2502.68,27.63,7.42,54.31,30.00
2021,"El Paso County, TX",48141,At least one checked,0,None checked,1,25,0,27.6,38.44,38.44,3317.12,27.7,8.88,43.27,30.00
2021,"El Paso County, TX",48141,None checked,1,At least one checked,0,948,0.0003,27.91,35.13,35.69,2553.39,28.08,9.23,61.37,46.77
2021,"El Paso County, TX",48141,None checked,1,None checked,1,9890,0.0027,27.43,38.38,38.7,3221.61,27.23,9.47,54.78,47.83
2021,"Fort Bend County, TX",48157,At least one checked,0,At least one checked,0,13,0,35.15,34.62,34.85,2461.46,27.76,9.36,58.4,Not Applicable
2021,"Fort Bend County, TX",48157,At least one checked,0,None checked,1,47,0,32.23,38.57,38.66,3350.19,24.9,10.66,57.25,56.38
2021,"Fort Bend County, TX",48157,None checked,1,At least one checked,0,1075,0.0003,31.49,35.74,35.89,2712.28,28.14,9.15,56.96,49.53
2021,"Fort Bend County, TX",48157,None checked,1,None checked,1,8001,0.0022,31.09,38.37,38.4,3260.39,26.91,9.75,51.93,52.85
2021,"Galveston County, TX",48167,At least one checked,0,At least one checked,0,14,0,28.64,34.29,35.29,2592.86,36.76,13.57,46.67,71.33
2021,"Galveston County, TX",48167,At least one checked,0,None checked,1,20,0,26.5,38.25,38.4,3291,25.96,10.53,64.4,19.67
2021,"Galveston County, TX",48167,None checked,1,At least one checked,0,642,0.0002,29.5,36.2,36.49,2798.98,29.88,9.95,55.87,57.78
2021,"Galveston County, TX",48167,None checked,1,None checked,1,3192,0.0009,28.98,38.42,38.71,3304.05,28.01,10.83,52.62,54.81
2021,"Grayson County, TX",48181,None checked,1,At least one checked,0,174,0,28.55,34.56,35.35,2438.74,29.02,9.63,54.92,45.69
2021,"Grayson County, TX",48181,None checked,1,None checked,1,1585,0.0004,27.43,38.59,38.85,3334.94,28.23,10.41,48.85,48.28
2021,"Gregg County, TX",48183,None checked,1,At least one checked,0,167,0,27.86,34.72,35.56,2521.63,31.12,9.28,52.11,45.47
2021,"Gregg County, TX",48183,None checked,1,None checked,1,1525,0.0004,27.4,38.4,38.64,3276.13,28.91,10.98,53.92,52.74
2021,"Guadalupe County, TX",48187,At least one checked,0,At least one checked,0,10,0,30.9,36,35.8,3026.6,29.15,9.2,37.67,106.00
2021,"Guadalupe County, TX",48187,At least one checked,0,None checked,1,24,0,28.08,38.92,39.38,3493.79,28.05,10.92,53.78,67.50
2021,"Guadalupe County, TX",48187,None checked,1,At least one checked,0,265,0.0001,29.35,36.14,36.5,2851.86,28.08,10.43,61.6,48.19
2021,"Guadalupe County, TX",48187,None checked,1,None checked,1,1546,0.0004,28.98,38.49,38.76,3316.14,27.82,10.78,49.03,46.74
2021,"Harris County, TX",48201,At least one checked,0,At least one checked,0,125,0,30.42,33.81,34.3,2279.99,29.56,7.98,67.44,59.44
2021,"Harris County, TX",48201,At least one checked,0,None checked,1,278,0.0001,28.42,38.62,38.66,3321.19,26.47,10.02,54.01,35.43
2021,"Harris County, TX",48201,None checked,1,At least one checked,0,7633,0.0021,29.59,35.53,35.86,2660.52,29.01,8.54,57.1,54.36
2021,"Harris County, TX",48201,None checked,1,None checked,1,55114,0.015,29.04,38.47,38.52,3271.58,27.74,9.43,53.81,50.51
2021,"Hays County, TX",48209,At least one checked,0,None checked,1,29,0,29.97,38.48,38.93,3351.83,25.36,10.48,41.54,61.50
2021,"Hays County, TX",48209,None checked,1,At least one checked,0,259,0.0001,30.33,35.36,35.7,2638.08,28.55,10.16,59.88,60.33
2021,"Hays County, TX",48209,None checked,1,None checked,1,2622,0.0007,29.76,38.61,38.86,3365.82,27.31,11.21,50.49,57.62
2021,"Hidalgo County, TX",48215,At least one checked,0,At least one checked,0,51,0,28.16,33,33.61,2209.84,29.88,8.96,55.28,68.20
2021,"Hidalgo County, TX",48215,At least one checked,0,None checked,1,111,0,26.03,38.23,38.44,3375.17,28.01,10.57,44.16,35.45
2021,"Hidalgo County, TX",48215,None checked,1,At least one checked,0,1461,0.0004,28.09,34.9,35.42,2539.48,30.2,9.92,58.69,55.82
2021,"Hidalgo County, TX",48215,None checked,1,None checked,1,11633,0.0032,27.11,38.19,38.38,3249.96,28.94,10.64,51.3,50.47
2021,"Jefferson County, TX",48245,At least one checked,0,At least one checked,0,12,0,26.17,35.83,35.92,2662,35.17,10.92,58,28.50
2021,"Jefferson County, TX",48245,At least one checked,0,None checked,1,17,0,26.71,38.82,39.12,3283.88,27.4,11.24,48.88,33.00
2021,"Jefferson County, TX",48245,None checked,1,At least one checked,0,506,0.0001,28.01,35.62,36,2587.55,29.54,9.27,50.56,51.11
2021,"Jefferson County, TX",48245,None checked,1,None checked,1,2574,0.0007,27.51,38.51,38.62,3270.26,28.07,10.75,50.6,48.57
2021,"Johnson County, TX",48251,At least one checked,0,None checked,1,14,0,30.5,38.29,38.86,3516.64,25.9,10.14,66.17,31.00
2021,"Johnson County, TX",48251,None checked,1,At least one checked,0,293,0.0001,28.76,36.2,36.71,2901.2,30.01,8.25,50.14,47.23
2021,"Johnson County, TX",48251,None checked,1,None checked,1,2049,0.0006,28.15,38.63,38.84,3373.84,28.04,9.7,50,47.72
2021,"Kaufman County, TX",48257,At least one checked,0,None checked,1,12,0,26.92,38.67,38.33,3239.17,23.99,8.25,43.5,96.00
2021,"Kaufman County, TX",48257,None checked,1,At least one checked,0,196,0.0001,29.86,35.92,36.46,2757.86,30.33,9.84,58.82,45.89
2021,"Kaufman County, TX",48257,None checked,1,None checked,1,2069,0.0006,28.58,38.47,38.67,3316.07,28.02,10.44,52.07,49.94
2021,"Lubbock County, TX",48303,At least one checked,0,None checked,1,24,0,28.12,38.46,38.58,3258.62,30.47,10.83,61.29,18.00
2021,"Lubbock County, TX",48303,None checked,1,At least one checked,0,490,0.0001,27.92,35.79,36.7,2699.06,29.84,10.97,51.18,58.01
2021,"Lubbock County, TX",48303,None checked,1,None checked,1,3483,0.001,27.38,38.72,39.18,3292.72,27.92,11.7,45.61,51.23
2021,"McLennan County, TX",48309,At least one checked,0,None checked,1,25,0,27.64,39.08,39.12,3433.32,23.94,11.3,35.11,25.50
2021,"McLennan County, TX",48309,None checked,1,At least one checked,0,459,0.0001,27.62,35.89,36.25,2821.99,30.18,9.03,54.82,55.02
2021,"McLennan County, TX",48309,None checked,1,None checked,1,2859,0.0008,27.86,38.6,38.81,3337.73,28.6,10.69,48.79,58.16
2021,"Midland County, TX",48329,At least one checked,0,None checked,1,17,0,25.12,38.76,38.88,3480.53,25.16,8.65,36.86,11.00
2021,"Midland County, TX",48329,None checked,1,At least one checked,0,484,0.0001,28.5,36.16,36.41,2841.39,28.1,11.14,54.91,46.23
2021,"Midland County, TX",48329,None checked,1,None checked,1,2303,0.0006,28.08,38.51,38.64,3295.96,27.4,11.41,47.92,50.85
2021,"Montgomery County, TX",48339,At least one checked,0,At least one checked,0,16,0,30.62,34.81,34.81,2535.69,29.44,7.69,56.75,86.00
2021,"Montgomery County, TX",48339,At least one checked,0,None checked,1,31,0,29.45,38.52,38.13,3193.29,26.27,11.2,55.59,34.43
2021,"Montgomery County, TX",48339,None checked,1,At least one checked,0,958,0.0003,29.67,35.89,36.05,2744.34,28.07,9.11,53.35,46.07
2021,"Montgomery County, TX",48339,None checked,1,None checked,1,7054,0.0019,29.31,38.64,38.68,3361.55,27.42,10.19,50.97,48.02
2021,"Nueces County, TX",48355,At least one checked,0,None checked,1,13,0,29.15,39.08,38,3594.23,28.25,9.77,36.33,33.50
2021,"Nueces County, TX",48355,None checked,1,At least one checked,0,182,0,29.61,33.64,34.99,2090.84,29.43,8.21,64.45,67.95
2021,"Nueces County, TX",48355,None checked,1,None checked,1,4122,0.0011,27.75,38.34,38.56,3244.96,28.8,9.97,49.29,53.46
2021,"Parker County, TX",48367,None checked,1,At least one checked,0,170,0,29.44,36.05,36.49,2755.79,27.87,8.41,56.97,59.38
2021,"Parker County, TX",48367,None checked,1,None checked,1,1620,0.0004,28.86,38.55,38.8,3360.69,26.84,10.6,45.3,47.20
2021,"Potter County, TX",48375,At least one checked,0,None checked,1,19,0,25.26,39.05,39.16,3431,29.64,11,59.67,17.67
2021,"Potter County, TX",48375,None checked,1,At least one checked,0,203,0.0001,27.29,35.29,35.4,2587.11,29.5,8.62,60.91,58.90
2021,"Potter County, TX",48375,None checked,1,None checked,1,1334,0.0004,26.71,38.62,38.66,3289.94,28.66,9.97,51.89,53.50
2021,"Randall County, TX",48381,At least one checked,0,None checked,1,22,0,25.77,38.77,39.23,3531.68,26.32,10.86,42.67,31.00
2021,"Randall County, TX",48381,None checked,1,At least one checked,0,194,0.0001,28.75,36.22,36.39,2796.02,29.74,9.91,56.68,47.98
2021,"Randall County, TX",48381,None checked,1,None checked,1,1490,0.0004,27.98,38.55,38.73,3293.3,27.8,10.93,49.15,53.22
2021,"Smith County, TX",48423,At least one checked,0,None checked,1,16,0,27.5,38.44,38,3285.81,25.77,10.12,56.75,Not Applicable
2021,"Smith County, TX",48423,None checked,1,At least one checked,0,325,0.0001,28.37,35.1,35.75,2635.74,29.97,9.28,51.89,51.14
2021,"Smith County, TX",48423,None checked,1,None checked,1,2665,0.0007,27.91,38.49,38.74,3318.93,27.93,9.95,48.95,48.38
2021,"Tarrant County, TX",48439,At least one checked,0,At least one checked,0,25,0,30.2,34.64,37,2622.84,30.61,6.44,41.55,39.00
2021,"Tarrant County, TX",48439,At least one checked,0,None checked,1,105,0,29.1,38.62,39.13,3448.21,26.14,9.6,48.65,51.67
2021,"Tarrant County, TX",48439,None checked,1,At least one checked,0,3302,0.0009,29.36,35.81,36.53,2733.65,29.1,7.48,54.46,52.49
2021,"Tarrant County, TX",48439,None checked,1,None checked,1,23642,0.0065,28.84,38.56,38.85,3302.37,27.7,9,50.71,52.06
2021,"Taylor County, TX",48441,None checked,1,At least one checked,0,241,0.0001,27.94,35.72,35.98,2701.99,29.32,8.5,53.63,49.07
2021,"Taylor County, TX",48441,None checked,1,None checked,1,1603,0.0004,27.31,38.35,38.61,3276.4,28.61,9.83,47.83,43.65
2021,"Tom Green County, TX",48451,None checked,1,At least one checked,0,138,0,28.67,36.09,36.67,2889.15,29.21,11.33,61.22,50.15
2021,"Tom Green County, TX",48451,None checked,1,None checked,1,1320,0.0004,27.35,38.36,38.71,3284.9,28.58,11.97,47.98,48.56
2021,"Travis County, TX",48453,At least one checked,0,At least one checked,0,13,0,34,36.15,36.46,2735.54,26.54,9.69,79.2,49.00
2021,"Travis County, TX",48453,At least one checked,0,None checked,1,85,0,31.81,38.82,38.67,3291.2,25.26,11.07,55.3,34.16
2021,"Travis County, TX",48453,None checked,1,At least one checked,0,1277,0.0003,30.59,35.67,35.87,2672.47,27.69,10.44,59.33,55.60
2021,"Travis County, TX",48453,None checked,1,None checked,1,14219,0.0039,30.44,38.65,38.75,3316.49,26,11.66,52.89,52.31
2021,"Webb County, TX",48479,None checked,1,At least one checked,0,420,0.0001,27.69,34.77,35.65,2515.96,29.01,7.86,56.16,58.40
2021,"Webb County, TX",48479,None checked,1,None checked,1,3798,0.001,27.06,38.29,38.45,3268.9,28.75,9.57,52.53,53.20
2021,"Wichita County, TX",48485,None checked,1,At least one checked,0,149,0,27.72,35.53,37.2,2700.89,29.78,9.35,60.02,47.41
2021,"Wichita County, TX",48485,None checked,1,None checked,1,1425,0.0004,27.01,38.52,39.32,3319.01,28.33,11.39,49.24,49.22
2021,"Williamson County, TX",48491,At least one checked,0,At least one checked,0,10,0,30.6,32.8,33.2,2111.9,31.03,8.2,79,62.20
2021,"Williamson County, TX",48491,At least one checked,0,None checked,1,50,0,30.56,38,38.22,3259.68,25.58,11.5,57.1,35.89
2021,"Williamson County, TX",48491,None checked,1,At least one checked,0,587,0.0002,30.74,35.03,35.45,2594.83,28.76,11.36,54.48,53.89
2021,"Williamson County, TX",48491,None checked,1,None checked,1,7039,0.0019,30.49,38.6,38.8,3340.74,26.75,12.19,50.54,48.69
2021,"Unidentified Counties, TX",48999,At least one checked,0,At least one checked,0,140,0,28.2,34.85,34.96,2582.97,29.96,8.81,53.59,62.03
2021,"Unidentified Counties, TX",48999,At least one checked,0,None checked,1,518,0.0001,26.52,38.48,38.51,3368.66,27.53,10.96,49.32,47.46
2021,"Unidentified Counties, TX",48999,None checked,1,At least one checked,0,5760,0.0016,27.94,35.25,35.79,2627.04,29.54,9.31,54.33,48.91
2021,"Unidentified Counties, TX",48999,None checked,1,None checked,1,50352,0.0137,27.2,38.49,38.73,3305.54,28.42,10.59,49.49,48.82
2021,"Cache County, UT",49005,At least one checked,0,None checked,1,18,0,25.83,39.28,39.5,3608.11,24.88,11.67,25,20.50
2021,"Cache County, UT",49005,None checked,1,At least one checked,0,334,0.0001,27.83,36.97,37.16,2982.1,27.75,11.25,38.95,40.55
2021,"Cache County, UT",49005,None checked,1,None checked,1,1738,0.0005,28.42,38.59,38.64,3342.52,26.87,11.15,40.86,44.08
2021,"Davis County, UT",49011,At least one checked,0,At least one checked,0,34,0,32.76,35.15,35.5,2813.36,28.02,9.66,48.45,35.60
2021,"Davis County, UT",49011,At least one checked,0,None checked,1,91,0,28.82,38.76,39.21,3485.44,25.54,12.39,44.89,32.75
2021,"Davis County, UT",49011,None checked,1,At least one checked,0,839,0.0002,29.42,36.57,36.82,2947.16,27.83,11.2,44.93,39.89
2021,"Davis County, UT",49011,None checked,1,None checked,1,3997,0.0011,29.2,38.6,38.78,3323.11,26.43,11.52,41.8,41.57
2021,"Salt Lake County, UT",49035,At least one checked,0,At least one checked,0,152,0,31.36,36.28,36.37,2865.38,27.18,10.26,52.47,61.23
2021,"Salt Lake County, UT",49035,At least one checked,0,None checked,1,319,0.0001,29.18,38.57,38.82,3338.84,26.26,11.21,47.09,43.15
2021,"Salt Lake County, UT",49035,None checked,1,At least one checked,0,2231,0.0006,29.47,36.5,36.76,2877.43,27.54,10.37,51.13,43.00
2021,"Salt Lake County, UT",49035,None checked,1,None checked,1,12477,0.0034,29.32,38.66,38.85,3303.89,26.44,11.04,45.86,43.00
2021,"Utah County, UT",49049,At least one checked,0,At least one checked,0,92,0,30.25,35.96,35.93,2788.35,26.26,10.05,47.23,45.97
2021,"Utah County, UT",49049,At least one checked,0,None checked,1,215,0.0001,27.99,38.72,38.91,3396.87,25.73,11.35,45.04,36.70
2021,"Utah County, UT",49049,None checked,1,At least one checked,0,1822,0.0005,28.9,36.56,36.79,2903.64,26.88,10.39,43.02,39.40
2021,"Utah County, UT",49049,None checked,1,None checked,1,10006,0.0027,28.48,38.67,38.82,3348.75,25.76,11.07,38.91,42.46
2021,"Washington County, UT",49053,At least one checked,0,None checked,1,13,0,26.62,37.77,38.15,3364.38,26.44,11.69,49.67,44.00
2021,"Washington County, UT",49053,None checked,1,At least one checked,0,177,0,28.67,35.56,35.54,2678.03,27.32,9.06,50.6,49.41
2021,"Washington County, UT",49053,None checked,1,None checked,1,2121,0.0006,28.31,38.64,38.84,3354.86,25.85,10.16,42.88,39.88
2021,"Weber County, UT",49057,At least one checked,0,At least one checked,0,21,0,29.62,36.9,36.86,3118.76,27.03,9.19,41.33,37.33
2021,"Weber County, UT",49057,At least one checked,0,None checked,1,30,0,30.3,39.07,39.33,3487.5,26.34,11.55,57.43,60.20
2021,"Weber County, UT",49057,None checked,1,At least one checked,0,560,0.0002,28.67,36.15,36.54,2805.13,28.46,10.05,48.15,35.27
2021,"Weber County, UT",49057,None checked,1,None checked,1,2902,0.0008,28.14,38.56,38.78,3291.63,27.51,10.89,44.65,39.08
2021,"Unidentified Counties, UT",49999,At least one checked,0,At least one checked,0,56,0,28.14,35.21,35.3,2537.71,28.01,10.56,48.28,28.88
2021,"Unidentified Counties, UT",49999,At least one checked,0,None checked,1,108,0,26.68,38.32,38.66,3292.28,25.27,11.39,56.07,30.55
2021,"Unidentified Counties, UT",49999,None checked,1,At least one checked,0,854,0.0002,28.63,36.26,36.58,2805.74,28.05,10.96,50.17,42.38
2021,"Unidentified Counties, UT",49999,None checked,1,None checked,1,5495,0.0015,28.13,38.59,38.78,3298.78,26.68,11.12,43.72,45.68
2021,"Chittenden County, VT",50007,At least one checked,0,At least one checked,0,14,0,32.71,34,34.36,2431.5,24.12,11.57,42,14.50
2021,"Chittenden County, VT",50007,At least one checked,0,None checked,1,30,0,31.67,39.4,39.73,3549.1,24.4,13.7,50.5,25.75
2021,"Chittenden County, VT",50007,None checked,1,At least one checked,0,178,0,31.72,36.91,36.98,3013.05,26.99,10.81,42.36,45.21
2021,"Chittenden County, VT",50007,None checked,1,None checked,1,1237,0.0003,31.96,39.03,39.15,3433.59,26.22,12.28,44.47,42.31
2021,"Unidentified Counties, VT",50999,At least one checked,0,At least one checked,0,37,0,30.24,36.68,36.68,2988.84,31.01,11.27,42,42.50
2021,"Unidentified Counties, VT",50999,At least one checked,0,None checked,1,66,0,30.23,39.48,39.65,3615.35,27.88,13.11,52.14,30.36
