Year,County of Residence,County of Residence Code,Maternal Morbidity Checked,Maternal Morbidity Checked Code,Abnormal Conditions Checked,Abnormal Conditions Checked Code,Births,% of Total Births,Average Age of Mother (years),Average OE Gestational Age (weeks),Average LMP Gestational Age (weeks),Average Birth Weight (grams),Average Pre-pregnancy BMI,Average Number of Prenatal Visits,Average Interval Since Last Live Birth (months),Average Interval Since Last Other Pregnancy Outcome (months)
2018,"Denver County, CO",8031,None checked,1,At least one checked,0,1319,0.0003,30.72,36.52,36.57,2753.85,26.70,10.21,57.62,40.04
2018,"Denver County, CO",8031,None checked,1,None checked,1,7926,0.0021,30.2,38.98,39.00,3246.04,25.81,10.68,49.31,41.86
2018,"Denver County, CO",8031,None checked,1,Unknown or Not Stated,9,17,0,27.76,39.29,39.29,3377.12,26.44,10.94,42.73,Not Applicable
2018,"Douglas County, CO",8035,At least one checked,0,None checked,1,24,0,30,39.42,39.38,3328.92,23.80,11.29,42.71,31.00
2018,"Douglas County, CO",8035,None checked,1,At least one checked,0,338,0.0001,31.38,35.66,35.79,2569.26,25.92,9.83,44.03,52.25
2018,"Douglas County, CO",8035,None checked,1,None checked,1,3012,0.0008,31.39,38.83,38.81,3270,25.01,11.17,43.92,40.13
2018,"Douglas County, CO",8035,None checked,1,Unknown or Not Stated,9,14,0,32.29,39.43,39.86,3337.14,26.41,12.43,39.33,62.40
2018,"El Paso County, CO",8041,At least one checked,0,At least one checked,0,12,0,29.83,35.00,34.75,2431.83,27.37,7.92,42,55.00
2018,"El Paso County, CO",8041,At least one checked,0,None checked,1,35,0,27.37,39.03,39.29,3406.34,25.05,8.91,36.4,31.80
2018,"El Paso County, CO",8041,None checked,1,At least one checked,0,1381,0.0004,29.07,36.29,36.55,2742.77,27.49,8.74,48.04,40.73
2018,"El Paso County, CO",8041,None checked,1,None checked,1,7671,0.002,28.37,38.80,38.91,3243.36,26.68,9.67,46.66,47.29
2018,"Jefferson County, CO",8059,At least one checked,0,At least one checked,0,20,0,31.1,36.25,36.05,2674.25,26.27,9.32,50.12,22.25
2018,"Jefferson County, CO",8059,At least one checked,0,None checked,1,40,0,30.3,38.90,38.70,3324.28,23.74,10.3,37.22,14.50
2018,"Jefferson County, CO",8059,None checked,1,At least one checked,0,672,0.0002,30.95,36.51,36.53,2743.6,26.10,9.75,48.56,36.93
2018,"Jefferson County, CO",8059,None checked,1,None checked,1,4913,0.0013,30.78,39.07,39.06,3279.93,25.32,10.4,45.29,37.87
2018,"Larimer County, CO",8069,At least one checked,0,None checked,1,24,0,28.38,39.29,39.54,3358.42,24.78,11.91,48.5,54.50
2018,"Larimer County, CO",8069,None checked,1,At least one checked,0,524,0.0001,29.84,36.45,36.48,2785.71,26.27,11.23,49.38,51.60
2018,"Larimer County, CO",8069,None checked,1,None checked,1,2651,0.0007,30.17,38.96,38.96,3294.59,25.67,12.57,45.93,52.67
2018,"Larimer County, CO",8069,None checked,1,Unknown or Not Stated,9,11,0,30.55,38.45,38.00,3060.45,26.50,13.18,48,93.00
2018,"Mesa County, CO",8077,At least one checked,0,None checked,1,25,0,27.68,39.12,39.92,3347.36,25.40,12,44.5,25.67
2018,"Mesa County, CO",8077,None checked,1,At least one checked,0,157,0,29.53,35.60,35.96,2534.99,28.49,9.78,53.65,40.55
2018,"Mesa County, CO",8077,None checked,1,None checked,1,1463,0.0004,27.72,38.86,39.07,3263.04,26.75,10.88,48.62,39.57
2018,"Pueblo County, CO",8101,At least one checked,0,None checked,1,17,0,28.76,39.12,38.94,3293.41,22.53,9.62,42,26.00
2018,"Pueblo County, CO",8101,None checked,1,At least one checked,0,344,0.0001,27.14,35.94,36.12,2630.2,28.33,9.12,47.18,55.02
2018,"Pueblo County, CO",8101,None checked,1,None checked,1,1458,0.0004,27.24,38.64,38.71,3183.85,27.33,10.18,50.94,41.79
2018,"Weld County, CO",8123,At least one checked,0,At least one checked,0,12,0,31.75,34.92,35.08,2368.67,24.21,12,26,44.00
2018,"Weld County, CO",8123,At least one checked,0,None checked,1,27,0,28.7,39.48,39.44,3634.96,26.73,11.15,40.7,31.80
2018,"Weld County, CO",8123,None checked,1,At least one checked,0,559,0.0001,29.16,36.02,36.12,2687.44,27.66,11.29,52.96,55.88
2018,"Weld County, CO",8123,None checked,1,None checked,1,3631,0.001,28.34,38.99,39.03,3312.89,27.01,11.65,47.59,50.08
2018,"Weld County, CO",8123,None checked,1,Unknown or Not Stated,9,14,0,28.43,38.21,38.36,3445.54,27.05,14.23,38.29,85.75
2018,"Unidentified Counties, CO",8999,At least one checked,0,At least one checked,0,27,0,29.3,37.48,37.52,2829.41,26.94,10.7,43.11,37.67
2018,"Unidentified Counties, CO",8999,At least one checked,0,None checked,1,125,0,28.29,39.13,39.04,3374.17,25.71,11.7,41.13,64.44
2018,"Unidentified Counties, CO",8999,None checked,1,At least one checked,0,1078,0.0003,29.23,36.25,36.35,2667.21,27.11,9.41,54.59,46.07
2018,"Unidentified Counties, CO",8999,None checked,1,None checked,1,6860,0.0018,28.97,38.91,39.00,3229.48,26.22,10.76,48,47.20
2018,"Unidentified Counties, CO",8999,None checked,1,Unknown or Not Stated,9,10,0,30.2,39.60,39.90,3492.7,26.35,11.89,74.17,15.00
2018,"Fairfield County, CT",9001,At least one checked,0,At least one checked,0,18,0,33.89,33.89,35.11,2270.17,27.96,11.67,117.75,18.00
2018,"Fairfield County, CT",9001,At least one checked,0,None checked,1,117,0,31.76,38.75,38.82,3421.41,24.23,12.46,48.83,32.89
2018,"Fairfield County, CT",9001,None checked,1,At least one checked,0,815,0.0002,31.56,35.76,35.98,2654.93,26.98,11.42,65.93,48.77
2018,"Fairfield County, CT",9001,None checked,1,None checked,1,8639,0.0023,31.49,38.94,39.03,3377.02,25.76,12.57,54.37,52.17
2018,"Fairfield County, CT",9001,Unknown or Not Stated,9,None checked,1,134,0,31.69,38.68,38.74,3290.05,26.18,11.9,50.88,57.83
2018,"Hartford County, CT",9003,At least one checked,0,At least one checked,0,23,0,32.13,35.26,36.00,2669.43,27.03,9.26,72.25,65.33
2018,"Hartford County, CT",9003,At least one checked,0,None checked,1,76,0,31.28,39.08,39.17,3459.54,25.48,11.72,54.46,61.20
2018,"Hartford County, CT",9003,None checked,1,At least one checked,0,1034,0.0003,30.19,35.75,36.10,2660.24,28.04,10.31,60.14,49.27
2018,"Hartford County, CT",9003,None checked,1,None checked,1,8104,0.0021,30.02,38.76,38.97,3332.92,27.13,11.92,52.51,51.30
2018,"Litchfield County, CT",9005,At least one checked,0,None checked,1,17,0,30.94,38.71,39.18,3310.94,25.82,13.47,62.5,52.00
2018,"Litchfield County, CT",9005,None checked,1,At least one checked,0,140,0,30.06,36.01,36.35,2719.86,27.50,11.83,52.58,49.23
2018,"Litchfield County, CT",9005,None checked,1,None checked,1,1204,0.0003,30.62,39.00,39.16,3426.14,26.95,12.88,48.43,51.68
2018,"Middlesex County, CT",9007,At least one checked,0,None checked,1,11,0,30.82,38.91,38.82,3473.82,24.11,13.91,40,85.50
2018,"Middlesex County, CT",9007,None checked,1,At least one checked,0,115,0,30.63,36.10,36.57,2708.74,26.93,12.02,55.21,44.90
2018,"Middlesex County, CT",9007,None checked,1,None checked,1,1112,0.0003,31.03,38.91,39.11,3393.27,26.55,13.5,46.32,53.93
2018,"New Haven County, CT",9009,At least one checked,0,At least one checked,0,37,0,29.46,36.11,36.14,2710.7,28.39,12.08,65.33,50.20
2018,"New Haven County, CT",9009,At least one checked,0,None checked,1,108,0,30.44,38.69,38.91,3374.95,25.50,13.1,61.75,33.86
2018,"New Haven County, CT",9009,None checked,1,At least one checked,0,946,0.0002,30.21,36.25,36.53,2753.22,28.58,12.47,63.48,44.13
2018,"New Haven County, CT",9009,None checked,1,None checked,1,7419,0.002,30.03,38.88,39.05,3349.98,27.36,13.27,54.29,46.02
2018,"New London County, CT",9011,At least one checked,0,At least one checked,0,11,0,35.64,35.00,34.91,2536.27,26.00,14.18,60.4,199.00
2018,"New London County, CT",9011,At least one checked,0,None checked,1,12,0,33.5,38.83,39.83,3514.42,26.84,13.17,66.14,45.00
2018,"New London County, CT",9011,None checked,1,At least one checked,0,246,0.0001,29.42,36.38,36.57,2787.93,27.96,11.03,57.99,53.39
2018,"New London County, CT",9011,None checked,1,None checked,1,2187,0.0006,29.72,38.91,39.13,3397.18,27.24,12.69,51.69,50.10
2018,"Tolland County, CT",9013,None checked,1,At least one checked,0,112,0,31.28,35.44,35.79,2623.6,28.08,10.98,50.51,62.60
2018,"Tolland County, CT",9013,None checked,1,None checked,1,984,0.0003,30.83,38.90,39.10,3406.96,26.02,12.54,50.57,56.10
2018,"Windham County, CT",9015,None checked,1,At least one checked,0,110,0,29.64,35.34,35.91,2673.52,28.25,9.92,61.28,49.95
2018,"Windham County, CT",9015,None checked,1,None checked,1,937,0.0002,29.18,38.75,39.04,3345.5,27.42,11.78,52.3,54.65
2018,"Kent County, DE",10001,At least one checked,0,None checked,1,19,0,28.74,39.32,39.58,3567.11,26.33,9.11,54.89,12.50
2018,"Kent County, DE",10001,None checked,1,At least one checked,0,365,0.0001,27.76,36.53,36.77,2793.95,28.18,9.05,52.26,50.68
2018,"Kent County, DE",10001,None checked,1,None checked,1,1752,0.0005,28.35,38.85,39.08,3353.66,27.49,10.56,48.38,50.57
2018,"New Castle County, DE",10003,At least one checked,0,At least one checked,0,40,0,30.05,35.88,36.38,2730.3,27.76,10.15,46,76.86
2018,"New Castle County, DE",10003,At least one checked,0,None checked,1,127,0,29.27,38.81,38.90,3381.71,26.67,10.98,57.71,62.25
2018,"New Castle County, DE",10003,None checked,1,At least one checked,0,853,0.0002,29.21,36.40,36.62,2786.23,29.00,9.62,58.22,55.78
2018,"New Castle County, DE",10003,None checked,1,None checked,1,5159,0.0014,29.48,38.77,38.94,3316.7,27.55,10.75,53.24,49.81
2018,"Sussex County, DE",10005,At least one checked,0,None checked,1,39,0,27.18,39.08,38.97,3342.08,25.41,9.77,52.91,34.17
2018,"Sussex County, DE",10005,None checked,1,At least one checked,0,241,0.0001,28.71,36.28,36.40,2779.26,26.93,9.08,59,48.74
2018,"Sussex County, DE",10005,None checked,1,None checked,1,2009,0.0005,28.48,38.72,38.87,3327.6,27.33,9.87,52.72,47.47
2018,"District of Columbia, DC",11001,At least one checked,0,At least one checked,0,20,0,31.4,37.20,37.60,3005.7,24.45,10.47,44,21.00
2018,"District of Columbia, DC",11001,At least one checked,0,None checked,1,100,0,31.94,39.36,39.37,3525.34,24.33,10.78,78.53,43.95
2018,"District of Columbia, DC",11001,None checked,1,At least one checked,0,994,0.0003,29.79,35.41,35.56,2523.21,27.18,8.7,59.16,52.79
2018,"District of Columbia, DC",11001,None checked,1,None checked,1,8095,0.0021,30.96,38.89,38.88,3286.39,25.74,10.47,50.79,44.11
2018,"Alachua County, FL",12001,None checked,1,At least one checked,0,257,0.0001,29.32,34.34,34.38,2317.28,28.33,8.71,57.21,34.16
2018,"Alachua County, FL",12001,None checked,1,None checked,1,2468,0.0007,29.16,38.66,38.82,3280.17,26.85,10.94,50.15,46.19
2018,"Bay County, FL",12005,None checked,1,At least one checked,0,135,0,28.17,34.59,35.41,2478.52,29.49,7.95,54.58,51.41
2018,"Bay County, FL",12005,None checked,1,None checked,1,2013,0.0005,27.67,38.63,38.79,3337.54,27.41,10.27,49.26,47.30
2018,"Bay County, FL",12005,Unknown or Not Stated,9,None checked,1,27,0,28.44,38.89,39.30,3387.41,26.97,11.31,85.53,31.75
2018,"Brevard County, FL",12009,At least one checked,0,None checked,1,26,0,30.69,39.04,38.77,3468.46,25.91,10.58,51.62,38.80
2018,"Brevard County, FL",12009,None checked,1,At least one checked,0,482,0.0001,29.1,35.17,35.59,2590.9,28.10,8.35,60.46,51.37
2018,"Brevard County, FL",12009,None checked,1,None checked,1,4780,0.0013,28.83,38.71,38.94,3339.18,26.76,10.63,51.17,49.79
2018,"Broward County, FL",12011,At least one checked,0,At least one checked,0,37,0,32.35,33.30,33.84,2166.24,25.46,8.53,78,Not Applicable
2018,"Broward County, FL",12011,At least one checked,0,None checked,1,69,0,30.41,38.46,38.51,3313.97,25.73,11.43,54.62,31.67
2018,"Broward County, FL",12011,None checked,1,At least one checked,0,2322,0.0006,30.57,35.21,35.47,2516.09,27.22,9.27,65.65,51.66
2018,"Broward County, FL",12011,None checked,1,None checked,1,19490,0.0051,30.32,38.68,38.75,3280.44,26.34,10.51,57.8,52.97
2018,"Charlotte County, FL",12015,None checked,1,At least one checked,0,131,0,27.86,36.01,36.22,2688.46,27.38,7.72,44.87,55.57
2018,"Charlotte County, FL",12015,None checked,1,None checked,1,898,0.0002,28.07,38.66,38.81,3290.91,27.70,9.59,50.99,55.07
2018,"Citrus County, FL",12017,None checked,1,At least one checked,0,100,0,27.9,35.92,36.35,2786.57,29.73,9.33,47.93,70.58
2018,"Citrus County, FL",12017,None checked,1,None checked,1,918,0.0002,27.45,38.66,38.94,3322.32,27.79,10.48,50.81,56.11
2018,"Clay County, FL",12019,At least one checked,0,None checked,1,13,0,26.54,39.08,38.69,3489.69,25.15,10.31,74.67,37.00
2018,"Clay County, FL",12019,None checked,1,At least one checked,0,221,0.0001,29.07,35.00,35.25,2482.26,27.91,9.59,65.5,43.76
2018,"Clay County, FL",12019,None checked,1,None checked,1,1939,0.0005,28.3,38.67,38.82,3338.16,27.49,10.79,52.51,48.64
2018,"Collier County, FL",12021,At least one checked,0,None checked,1,55,0,28.16,39.29,39.53,3589.67,24.59,10.67,47.47,62.00
2018,"Collier County, FL",12021,None checked,1,At least one checked,0,288,0.0001,30.19,35.06,35.24,2554.58,27.92,9.11,57.03,70.48
2018,"Collier County, FL",12021,None checked,1,None checked,1,2850,0.0008,29.38,38.69,38.82,3351.12,26.87,10.67,57.69,59.62
2018,"Duval County, FL",12031,At least one checked,0,At least one checked,0,22,0,30.73,32.14,32.14,1983.23,27.89,7.58,44.43,57.33
2018,"Duval County, FL",12031,At least one checked,0,None checked,1,98,0,28.15,38.77,38.70,3380.88,26.63,11.33,53.27,36.29
2018,"Duval County, FL",12031,None checked,1,At least one checked,0,1257,0.0003,28.38,34.66,34.93,2408.73,28.67,8.3,58.41,45.04
2018,"Duval County, FL",12031,None checked,1,None checked,1,11531,0.003,28.46,38.66,38.85,3282.42,27.43,10,51.45,45.48
2018,"Duval County, FL",12031,None checked,1,Unknown or Not Stated,9,21,0,28.19,37.75,37.60,3071.9,28.71,10.25,56,28.75
2018,"Duval County, FL",12031,Unknown or Not Stated,9,None checked,1,20,0,27.15,39.10,39.25,3254.9,26.21,10.89,39.17,43.50
2018,"Duval County, FL",12031,Unknown or Not Stated,9,Unknown or Not Stated,9,20,0,30.25,38.58,38.79,3324.7,25.80,9.72,46.14,54.20
2018,"Escambia County, FL",12033,At least one checked,0,None checked,1,13,0,24.85,38.62,37.77,3451.46,25.45,11.08,59.67,40.00
2018,"Escambia County, FL",12033,None checked,1,At least one checked,0,381,0.0001,27.63,35.79,35.99,2673.71,28.47,8.97,50.5,39.90
2018,"Escambia County, FL",12033,None checked,1,None checked,1,3325,0.0009,27.6,38.51,38.78,3283.78,27.62,10.65,48.15,50.71
2018,"Hernando County, FL",12053,None checked,1,At least one checked,0,144,0,28.22,35.08,35.43,2566.88,27.27,8.62,55.91,72.16
2018,"Hernando County, FL",12053,None checked,1,None checked,1,1465,0.0004,27.92,38.71,38.99,3343.09,26.61,11.57,53.15,59.75
2018,"Hillsborough County, FL",12057,At least one checked,0,At least one checked,0,29,0,29.52,37.14,37.10,3024.21,26.08,9.43,94.88,21.50
2018,"Hillsborough County, FL",12057,At least one checked,0,None checked,1,204,0.0001,29.47,39.00,39.27,3414.14,25.36,11.62,56.07,42.11
2018,"Hillsborough County, FL",12057,None checked,1,At least one checked,0,1789,0.0005,29.38,35.59,35.87,2626.9,27.72,8.76,57.77,50.85
2018,"Hillsborough County, FL",12057,None checked,1,None checked,1,15066,0.004,28.92,38.75,38.82,3302.57,26.66,10.86,51.97,54.91
2018,"Hillsborough County, FL",12057,None checked,1,Unknown or Not Stated,9,13,0,27.54,30.54,31.31,1976.31,24.62,6.91,76.71,41.43
2018,"Hillsborough County, FL",12057,Unknown or Not Stated,9,Unknown or Not Stated,9,13,0,30.46,30.15,30.85,2136.25,29.09,6.7,54.2,76.67
2018,"Indian River County, FL",12061,At least one checked,0,None checked,1,14,0,28.14,39.21,39.21,3457.86,24.39,14.36,54,17.00
2018,"Indian River County, FL",12061,None checked,1,At least one checked,0,82,0,28.9,34.66,35.55,2436.83,27.22,9.53,70.41,69.50
2018,"Indian River County, FL",12061,None checked,1,None checked,1,1198,0.0003,28.79,38.69,38.93,3327.4,27.58,12.84,55.93,51.26
2018,"Lake County, FL",12069,At least one checked,0,None checked,1,20,0,28.65,39.45,39.00,3471.1,24.99,9.19,41.43,131.00
2018,"Lake County, FL",12069,None checked,1,At least one checked,0,334,0.0001,28.92,35.95,36.14,2702.95,28.00,8.38,66.83,48.64
2018,"Lake County, FL",12069,None checked,1,None checked,1,2946,0.0008,28.43,38.60,38.85,3307.82,27.22,9.97,54.13,53.47
2018,"Lake County, FL",12069,None checked,1,Unknown or Not Stated,9,49,0,28.61,38.92,39.04,3405.33,27.30,10.47,68.69,58.54
2018,"Lake County, FL",12069,Unknown or Not Stated,9,Unknown or Not Stated,9,14,0,28.64,38.86,38.86,3368.36,26.39,10.43,48.78,56.50
2018,"Lee County, FL",12071,At least one checked,0,At least one checked,0,22,0,28.73,34.32,34.77,2554.95,30.03,7.91,53.12,36.00
2018,"Lee County, FL",12071,At least one checked,0,None checked,1,61,0,27.11,39.13,39.21,3514.13,24.96,10.97,44.82,51.71
2018,"Lee County, FL",12071,None checked,1,At least one checked,0,623,0.0002,28.81,35.04,35.56,2557.36,27.80,8.34,59.17,54.54
2018,"Lee County, FL",12071,None checked,1,None checked,1,6086,0.0016,28.56,38.72,38.88,3325.24,27.21,10.27,53.12,52.15
2018,"Leon County, FL",12073,At least one checked,0,None checked,1,11,0,30.45,39.09,39.00,3325.55,23.66,10.11,34.5,37.20
2018,"Leon County, FL",12073,None checked,1,At least one checked,0,240,0.0001,28.05,34.30,34.44,2272.82,27.79,9.61,46.77,53.47
2018,"Leon County, FL",12073,None checked,1,None checked,1,2659,0.0007,28.79,38.77,38.93,3302.03,27.48,11.44,49.62,56.23
2018,"Manatee County, FL",12081,At least one checked,0,None checked,1,20,0,29.5,39.35,39.50,3609.15,26.45,13,56.75,19.00
2018,"Manatee County, FL",12081,None checked,1,At least one checked,0,412,0.0001,28.95,35.99,36.38,2768.63,28.67,9.15,58.56,53.67
2018,"Manatee County, FL",12081,None checked,1,None checked,1,3006,0.0008,28.49,38.85,39.09,3367.26,27.11,11.28,52.73,60.55
2018,"Marion County, FL",12083,At least one checked,0,None checked,1,25,0,26.52,39.60,39.80,3558.88,24.60,12.21,44.64,Not Applicable
2018,"Marion County, FL",12083,None checked,1,At least one checked,0,615,0.0002,27.64,36.75,36.98,2886.94,28.23,9.12,57.34,50.22
2018,"Marion County, FL",12083,None checked,1,None checked,1,2825,0.0007,27.32,38.79,38.99,3310.95,27.60,10.5,50.65,50.18
2018,"Martin County, FL",12085,None checked,1,At least one checked,0,125,0,29.49,35.70,35.98,2742.66,26.18,9.68,52.13,45.56
2018,"Martin County, FL",12085,None checked,1,None checked,1,1114,0.0003,29.63,38.86,39.02,3350.84,26.19,11.87,51.81,53.40
2018,"Miami-Dade County, FL",12086,At least one checked,0,At least one checked,0,77,0,31.56,34.70,35.01,2474.71,25.32,11.22,79.9,64.00
2018,"Miami-Dade County, FL",12086,At least one checked,0,None checked,1,347,0.0001,28.52,38.62,38.61,3271.61,24.99,11.35,59.58,61.82
2018,"Miami-Dade County, FL",12086,None checked,1,At least one checked,0,3970,0.001,30.38,35.92,36.30,2705.44,26.68,11.35,64.8,51.85
2018,"Miami-Dade County, FL",12086,None checked,1,None checked,1,26615,0.007,30.23,38.71,38.64,3307.49,25.74,11.99,58.89,52.69
2018,"Miami-Dade County, FL",12086,None checked,1,Unknown or Not Stated,9,11,0,31.27,34.70,34.30,2885.7,24.16,8.38,53.5,107.50
2018,"Okaloosa County, FL",12091,At least one checked,0,None checked,1,32,0,28.97,39.06,39.59,3519.47,26.30,16.23,50.36,73.75
2018,"Okaloosa County, FL",12091,None checked,1,At least one checked,0,212,0.0001,28.33,35.37,35.67,2630.94,28.60,10.29,54.84,37.47
2018,"Okaloosa County, FL",12091,None checked,1,None checked,1,2446,0.0006,28.19,38.53,38.82,3321.38,26.63,12.34,47.73,47.82
2018,"Orange County, FL",12095,At least one checked,0,At least one checked,0,26,0,29.88,34.35,34.19,2431.5,26.12,8.15,60.23,9.00
2018,"Orange County, FL",12095,At least one checked,0,None checked,1,159,0,29,38.88,38.97,3421.63,25.31,8.81,56.67,53.00
2018,"Orange County, FL",12095,None checked,1,At least one checked,0,1620,0.0004,29.91,35.40,35.79,2594.78,27.49,8.16,59.9,53.91
2018,"Orange County, FL",12095,None checked,1,None checked,1,15077,0.004,29.62,38.66,38.73,3299.9,26.53,9.4,55.82,56.16
2018,"Orange County, FL",12095,None checked,1,Unknown or Not Stated,9,24,0,31.21,37.88,38.21,3338.17,26.41,8.32,55.94,49.00
2018,"Orange County, FL",12095,Unknown or Not Stated,9,None checked,1,10,0,30.8,36.70,36.60,3155.3,26.54,7.4,51.71,47.00
2018,"Osceola County, FL",12097,At least one checked,0,None checked,1,19,0,27.74,38.74,39.37,3398.16,24.77,9.67,56.62,Not Applicable
